Day,Hour of Day,Hourly Total,Daily Total,Unit of Measurement
10/04/2025,12:00 PM,1.196,23.348,kWh
10/04/2025,1:00 PM,1.309,23.348,kWh
10/04/2025,2:00 PM,1.529,23.348,kWh
10/04/2025,3:00 PM,1.524,23.348,kWh
10/04/2025,4:00 PM,1.57,23.348,kWh
10/04/2025,5:00 PM,1.881,23.348,kWh
10/04/2025,6:00 PM,1.118,23.348,kWh
10/04/2025,7:00 PM,1.786,23.348,kWh
10/04/2025,8:00 PM,1.746,23.348,kWh
10/04/2025,9:00 PM,0.989,23.348,kWh
10/04/2025,10:00 PM,0.827,23.348,kWh
10/04/2025,11:00 PM,0.745,23.348,kWh
10/05/2025,12:00 AM,0.703,32.696,kWh
10/05/2025,1:00 AM,0.391,32.696,kWh
10/05/2025,2:00 AM,0.448,32.696,kWh
10/05/2025,3:00 AM,0.469,32.696,kWh
10/05/2025,4:00 AM,0.443,32.696,kWh
10/05/2025,5:00 AM,0.464,32.696,kWh
10/05/2025,6:00 AM,0.566,32.696,kWh
10/05/2025,7:00 AM,0.642,32.696,kWh
10/05/2025,8:00 AM,1.485,32.696,kWh
10/05/2025,9:00 AM,0.732,32.696,kWh
10/05/2025,10:00 AM,0.89,32.696,kWh
10/05/2025,11:00 AM,1.0,32.696,kWh
10/05/2025,12:00 PM,0.952,32.696,kWh
10/05/2025,1:00 PM,1.194,32.696,kWh
10/05/2025,2:00 PM,1.556,32.696,kWh
10/05/2025,3:00 PM,3.274,32.696,kWh
10/05/2025,4:00 PM,4.618,32.696,kWh
10/05/2025,5:00 PM,3.562,32.696,kWh
10/05/2025,6:00 PM,3.329,32.696,kWh
10/05/2025,7:00 PM,1.523,32.696,kWh
10/05/2025,8:00 PM,1.349,32.696,kWh
10/05/2025,9:00 PM,1.382,32.696,kWh
10/05/2025,10:00 PM,0.89,32.696,kWh
10/05/2025,11:00 PM,0.834,32.696,kWh
10/06/2025,12:00 AM,0.7,28.571,kWh
10/06/2025,1:00 AM,0.416,28.571,kWh
10/06/2025,2:00 AM,0.463,28.571,kWh
10/06/2025,3:00 AM,0.47,28.571,kWh
10/06/2025,4:00 AM,0.449,28.571,kWh
10/06/2025,5:00 AM,0.523,28.571,kWh
10/06/2025,6:00 AM,0.6,28.571,kWh
10/06/2025,7:00 AM,1.112,28.571,kWh
10/06/2025,8:00 AM,1.902,28.571,kWh
10/06/2025,9:00 AM,1.918,28.571,kWh
10/06/2025,10:00 AM,0.923,28.571,kWh
10/06/2025,11:00 AM,1.152,28.571,kWh
10/06/2025,12:00 PM,1.3,28.571,kWh
10/06/2025,1:00 PM,1.493,28.571,kWh
10/06/2025,2:00 PM,1.341,28.571,kWh
10/06/2025,3:00 PM,1.751,28.571,kWh
10/06/2025,4:00 PM,1.642,28.571,kWh
10/06/2025,5:00 PM,1.35,28.571,kWh
10/06/2025,6:00 PM,1.127,28.571,kWh
10/06/2025,7:00 PM,1.978,28.571,kWh
10/06/2025,8:00 PM,2.961,28.571,kWh
10/06/2025,9:00 PM,1.299,28.571,kWh
10/06/2025,10:00 PM,0.872,28.571,kWh
10/06/2025,11:00 PM,0.829,28.571,kWh
10/07/2025,12:00 AM,0.901,18.346,kWh
10/07/2025,1:00 AM,0.896,18.346,kWh
10/07/2025,2:00 AM,0.819,18.346,kWh
10/07/2025,3:00 AM,0.439,18.346,kWh
10/07/2025,4:00 AM,0.427,18.346,kWh
10/07/2025,5:00 AM,0.567,18.346,kWh
10/07/2025,6:00 AM,0.781,18.346,kWh
10/07/2025,7:00 AM,1.147,18.346,kWh
10/07/2025,8:00 AM,0.979,18.346,kWh
10/07/2025,9:00 AM,0.739,18.346,kWh
10/07/2025,10:00 AM,0.878,18.346,kWh
10/07/2025,11:00 AM,0.705,18.346,kWh
10/07/2025,12:00 PM,0.773,18.346,kWh
10/07/2025,1:00 PM,0.695,18.346,kWh
10/07/2025,2:00 PM,0.538,18.346,kWh
10/07/2025,3:00 PM,0.604,18.346,kWh
10/07/2025,4:00 PM,0.582,18.346,kWh
10/07/2025,5:00 PM,1.032,18.346,kWh
10/07/2025,6:00 PM,0.773,18.346,kWh
10/07/2025,7:00 PM,0.665,18.346,kWh
10/07/2025,8:00 PM,1.164,18.346,kWh
10/07/2025,9:00 PM,0.976,18.346,kWh
10/07/2025,10:00 PM,0.637,18.346,kWh
10/07/2025,11:00 PM,0.629,18.346,kWh
10/08/2025,12:00 AM,0.702,31.486,kWh
10/08/2025,1:00 AM,0.656,31.486,kWh
10/08/2025,2:00 AM,0.734,31.486,kWh
10/08/2025,3:00 AM,0.715,31.486,kWh
10/08/2025,4:00 AM,0.755,31.486,kWh
10/08/2025,5:00 AM,0.753,31.486,kWh
10/08/2025,6:00 AM,0.898,31.486,kWh
10/08/2025,7:00 AM,1.522,31.486,kWh
10/08/2025,8:00 AM,2.263,31.486,kWh
10/08/2025,9:00 AM,3.127,31.486,kWh
10/08/2025,10:00 AM,2.004,31.486,kWh
10/08/2025,11:00 AM,0.828,31.486,kWh
10/08/2025,12:00 PM,0.717,31.486,kWh
10/08/2025,1:00 PM,0.647,31.486,kWh
10/08/2025,2:00 PM,0.916,31.486,kWh
10/08/2025,3:00 PM,3.152,31.486,kWh
10/08/2025,4:00 PM,1.897,31.486,kWh
10/08/2025,5:00 PM,1.057,31.486,kWh
10/08/2025,6:00 PM,0.787,31.486,kWh
10/08/2025,7:00 PM,1.162,31.486,kWh
10/08/2025,8:00 PM,1.156,31.486,kWh
10/08/2025,9:00 PM,1.775,31.486,kWh
10/08/2025,10:00 PM,1.728,31.486,kWh
10/08/2025,11:00 PM,1.535,31.486,kWh
10/09/2025,12:00 AM,1.823,36.105,kWh
10/09/2025,1:00 AM,2.115,36.105,kWh
10/09/2025,2:00 AM,1.918,36.105,kWh
10/09/2025,3:00 AM,2.138,36.105,kWh
10/09/2025,4:00 AM,2.03,36.105,kWh
10/09/2025,5:00 AM,2.288,36.105,kWh
10/09/2025,6:00 AM,2.086,36.105,kWh
10/09/2025,7:00 AM,2.357,36.105,kWh
10/09/2025,8:00 AM,2.216,36.105,kWh
10/09/2025,9:00 AM,1.504,36.105,kWh
10/09/2025,10:00 AM,1.212,36.105,kWh
10/09/2025,11:00 AM,0.85,36.105,kWh
10/09/2025,12:00 PM,0.916,36.105,kWh
10/09/2025,1:00 PM,0.876,36.105,kWh
10/09/2025,2:00 PM,0.686,36.105,kWh
10/09/2025,3:00 PM,0.729,36.105,kWh
10/09/2025,4:00 PM,1.823,36.105,kWh
10/09/2025,5:00 PM,2.424,36.105,kWh
10/09/2025,6:00 PM,1.151,36.105,kWh
10/09/2025,7:00 PM,1.014,36.105,kWh
10/09/2025,8:00 PM,1.342,36.105,kWh
10/09/2025,9:00 PM,1.18,36.105,kWh
10/09/2025,10:00 PM,0.701,36.105,kWh
10/09/2025,11:00 PM,0.726,36.105,kWh
10/10/2025,12:00 AM,0.773,23.087,kWh
10/10/2025,1:00 AM,0.758,23.087,kWh
10/10/2025,2:00 AM,0.745,23.087,kWh
10/10/2025,3:00 AM,0.955,23.087,kWh
10/10/2025,4:00 AM,1.454,23.087,kWh
10/10/2025,5:00 AM,1.578,23.087,kWh
10/10/2025,6:00 AM,1.722,23.087,kWh
10/10/2025,7:00 AM,2.365,23.087,kWh
10/10/2025,8:00 AM,2.404,23.087,kWh
10/10/2025,9:00 AM,1.852,23.087,kWh
10/10/2025,10:00 AM,0.92,23.087,kWh
10/10/2025,11:00 AM,0.686,23.087,kWh
10/10/2025,12:00 PM,0.672,23.087,kWh
10/10/2025,1:00 PM,0.59,23.087,kWh
10/10/2025,2:00 PM,0.506,23.087,kWh
10/10/2025,3:00 PM,0.459,23.087,kWh
10/10/2025,4:00 PM,0.475,23.087,kWh
10/10/2025,5:00 PM,0.531,23.087,kWh
10/10/2025,6:00 PM,0.594,23.087,kWh
10/10/2025,7:00 PM,0.612,23.087,kWh
10/10/2025,8:00 PM,0.703,23.087,kWh
10/10/2025,9:00 PM,0.67,23.087,kWh
10/10/2025,10:00 PM,0.553,23.087,kWh
10/10/2025,11:00 PM,0.51,23.087,kWh
10/11/2025,12:00 AM,0.625,21.706,kWh
10/11/2025,1:00 AM,0.562,21.706,kWh
10/11/2025,2:00 AM,0.605,21.706,kWh
10/11/2025,3:00 AM,0.656,21.706,kWh
10/11/2025,4:00 AM,0.595,21.706,kWh
10/11/2025,5:00 AM,0.652,21.706,kWh
10/11/2025,6:00 AM,1.157,21.706,kWh
10/11/2025,7:00 AM,1.898,21.706,kWh
10/11/2025,8:00 AM,1.943,21.706,kWh
10/11/2025,9:00 AM,1.543,21.706,kWh
10/11/2025,10:00 AM,0.734,21.706,kWh
10/11/2025,11:00 AM,0.577,21.706,kWh
10/11/2025,12:00 PM,0.607,21.706,kWh
10/11/2025,1:00 PM,0.641,21.706,kWh
10/11/2025,2:00 PM,0.706,21.706,kWh
10/11/2025,3:00 PM,0.696,21.706,kWh
10/11/2025,4:00 PM,0.572,21.706,kWh
10/11/2025,5:00 PM,1.779,21.706,kWh
10/11/2025,6:00 PM,0.64,21.706,kWh
10/11/2025,7:00 PM,0.782,21.706,kWh
10/11/2025,8:00 PM,1.254,21.706,kWh
10/11/2025,9:00 PM,1.2,21.706,kWh
10/11/2025,10:00 PM,0.608,21.706,kWh
10/11/2025,11:00 PM,0.674,21.706,kWh
10/12/2025,12:00 AM,0.682,28.256,kWh
10/12/2025,1:00 AM,0.671,28.256,kWh
10/12/2025,2:00 AM,0.697,28.256,kWh
10/12/2025,3:00 AM,0.661,28.256,kWh
10/12/2025,4:00 AM,0.803,28.256,kWh
10/12/2025,5:00 AM,0.776,28.256,kWh
10/12/2025,6:00 AM,1.945,28.256,kWh
10/12/2025,7:00 AM,1.99,28.256,kWh
10/12/2025,8:00 AM,1.965,28.256,kWh
10/12/2025,9:00 AM,1.755,28.256,kWh
10/12/2025,10:00 AM,0.87,28.256,kWh
10/12/2025,11:00 AM,0.74,28.256,kWh
10/12/2025,12:00 PM,1.903,28.256,kWh
10/12/2025,1:00 PM,1.404,28.256,kWh
10/12/2025,2:00 PM,0.594,28.256,kWh
10/12/2025,3:00 PM,2.341,28.256,kWh
10/12/2025,4:00 PM,0.683,28.256,kWh
10/12/2025,5:00 PM,2.873,28.256,kWh
10/12/2025,6:00 PM,0.861,28.256,kWh
10/12/2025,7:00 PM,0.702,28.256,kWh
10/12/2025,8:00 PM,0.732,28.256,kWh
10/12/2025,9:00 PM,1.255,28.256,kWh
10/12/2025,10:00 PM,0.807,28.256,kWh
10/12/2025,11:00 PM,0.546,28.256,kWh
10/13/2025,12:00 AM,0.552,26.746,kWh
10/13/2025,1:00 AM,0.596,26.746,kWh
10/13/2025,2:00 AM,0.558,26.746,kWh
10/13/2025,3:00 AM,0.704,26.746,kWh
10/13/2025,4:00 AM,0.635,26.746,kWh
10/13/2025,5:00 AM,0.566,26.746,kWh
10/13/2025,6:00 AM,1.341,26.746,kWh
10/13/2025,7:00 AM,1.29,26.746,kWh
10/13/2025,8:00 AM,1.747,26.746,kWh
10/13/2025,9:00 AM,2.834,26.746,kWh
10/13/2025,10:00 AM,1.503,26.746,kWh
10/13/2025,11:00 AM,0.827,26.746,kWh
10/13/2025,12:00 PM,0.729,26.746,kWh
10/13/2025,1:00 PM,0.684,26.746,kWh
10/13/2025,2:00 PM,0.653,26.746,kWh
10/13/2025,3:00 PM,0.657,26.746,kWh
10/13/2025,4:00 PM,2.639,26.746,kWh
10/13/2025,5:00 PM,1.321,26.746,kWh
10/13/2025,6:00 PM,0.932,26.746,kWh
10/13/2025,7:00 PM,0.988,26.746,kWh
10/13/2025,8:00 PM,2.864,26.746,kWh
10/13/2025,9:00 PM,0.968,26.746,kWh
10/13/2025,10:00 PM,0.571,26.746,kWh
10/13/2025,11:00 PM,0.587,26.746,kWh
10/14/2025,12:00 AM,0.632,19.724,kWh
10/14/2025,1:00 AM,0.626,19.724,kWh
10/14/2025,2:00 AM,0.615,19.724,kWh
10/14/2025,3:00 AM,0.684,19.724,kWh
10/14/2025,4:00 AM,0.654,19.724,kWh
10/14/2025,5:00 AM,0.696,19.724,kWh
10/14/2025,6:00 AM,1.194,19.724,kWh
10/14/2025,7:00 AM,1.467,19.724,kWh
10/14/2025,8:00 AM,1.693,19.724,kWh
10/14/2025,9:00 AM,1.271,19.724,kWh
10/14/2025,10:00 AM,0.875,19.724,kWh
10/14/2025,11:00 AM,0.839,19.724,kWh
10/14/2025,12:00 PM,0.973,19.724,kWh
10/14/2025,1:00 PM,0.73,19.724,kWh
10/14/2025,2:00 PM,0.601,19.724,kWh
10/14/2025,3:00 PM,0.557,19.724,kWh
10/14/2025,4:00 PM,0.577,19.724,kWh
10/14/2025,5:00 PM,0.716,19.724,kWh
10/14/2025,6:00 PM,0.693,19.724,kWh
10/14/2025,7:00 PM,0.818,19.724,kWh
10/14/2025,8:00 PM,0.782,19.724,kWh
10/14/2025,9:00 PM,0.671,19.724,kWh
10/14/2025,10:00 PM,0.675,19.724,kWh
10/14/2025,11:00 PM,0.685,19.724,kWh
10/15/2025,12:00 AM,0.676,23.927,kWh
10/15/2025,1:00 AM,0.701,23.927,kWh
10/15/2025,2:00 AM,0.723,23.927,kWh
10/15/2025,3:00 AM,0.692,23.927,kWh
10/15/2025,4:00 AM,0.696,23.927,kWh
10/15/2025,5:00 AM,0.73,23.927,kWh
10/15/2025,6:00 AM,1.122,23.927,kWh
10/15/2025,7:00 AM,1.609,23.927,kWh
10/15/2025,8:00 AM,2.679,23.927,kWh
10/15/2025,9:00 AM,1.713,23.927,kWh
10/15/2025,10:00 AM,0.783,23.927,kWh
10/15/2025,11:00 AM,0.869,23.927,kWh
10/15/2025,12:00 PM,0.784,23.927,kWh
10/15/2025,1:00 PM,0.799,23.927,kWh
10/15/2025,2:00 PM,0.687,23.927,kWh
10/15/2025,3:00 PM,0.936,23.927,kWh
10/15/2025,4:00 PM,1.043,23.927,kWh
10/15/2025,5:00 PM,0.756,23.927,kWh
10/15/2025,6:00 PM,0.777,23.927,kWh
10/15/2025,7:00 PM,1.199,23.927,kWh
10/15/2025,8:00 PM,1.294,23.927,kWh
10/15/2025,9:00 PM,1.239,23.927,kWh
10/15/2025,10:00 PM,0.719,23.927,kWh
10/15/2025,11:00 PM,0.701,23.927,kWh
10/16/2025,12:00 AM,0.665,26.838,kWh
10/16/2025,1:00 AM,0.733,26.838,kWh
10/16/2025,2:00 AM,0.776,26.838,kWh
10/16/2025,3:00 AM,0.733,26.838,kWh
10/16/2025,4:00 AM,0.766,26.838,kWh
10/16/2025,5:00 AM,1.221,26.838,kWh
10/16/2025,6:00 AM,1.92,26.838,kWh
10/16/2025,7:00 AM,2.441,26.838,kWh
10/16/2025,8:00 AM,2.3,26.838,kWh
10/16/2025,9:00 AM,2.09,26.838,kWh
10/16/2025,10:00 AM,0.825,26.838,kWh
10/16/2025,11:00 AM,0.775,26.838,kWh
10/16/2025,12:00 PM,0.651,26.838,kWh
10/16/2025,1:00 PM,0.781,26.838,kWh
10/16/2025,2:00 PM,0.711,26.838,kWh
10/16/2025,3:00 PM,1.222,26.838,kWh
10/16/2025,4:00 PM,1.621,26.838,kWh
10/16/2025,5:00 PM,0.772,26.838,kWh
10/16/2025,6:00 PM,0.762,26.838,kWh
10/16/2025,7:00 PM,0.962,26.838,kWh
10/16/2025,8:00 PM,1.365,26.838,kWh
10/16/2025,9:00 PM,1.355,26.838,kWh
10/16/2025,10:00 PM,0.672,26.838,kWh
10/16/2025,11:00 PM,0.719,26.838,kWh
10/17/2025,12:00 AM,0.681,22.73,kWh
10/17/2025,1:00 AM,0.734,22.73,kWh
10/17/2025,2:00 AM,0.772,22.73,kWh
10/17/2025,3:00 AM,0.72,22.73,kWh
10/17/2025,4:00 AM,0.74,22.73,kWh
10/17/2025,5:00 AM,1.304,22.73,kWh
10/17/2025,6:00 AM,1.731,22.73,kWh
10/17/2025,7:00 AM,1.908,22.73,kWh
10/17/2025,8:00 AM,1.763,22.73,kWh
10/17/2025,9:00 AM,1.953,22.73,kWh
10/17/2025,10:00 AM,0.723,22.73,kWh
10/17/2025,11:00 AM,0.698,22.73,kWh
10/17/2025,12:00 PM,0.59,22.73,kWh
10/17/2025,1:00 PM,0.57,22.73,kWh
10/17/2025,2:00 PM,0.512,22.73,kWh
10/17/2025,3:00 PM,0.51,22.73,kWh
10/17/2025,4:00 PM,0.724,22.73,kWh
10/17/2025,5:00 PM,1.62,22.73,kWh
10/17/2025,6:00 PM,0.597,22.73,kWh
10/17/2025,7:00 PM,0.658,22.73,kWh
10/17/2025,8:00 PM,1.177,22.73,kWh
10/17/2025,9:00 PM,0.937,22.73,kWh
10/17/2025,10:00 PM,0.545,22.73,kWh
10/17/2025,11:00 PM,0.563,22.73,kWh
10/18/2025,12:00 AM,0.624,21.16,kWh
10/18/2025,1:00 AM,0.612,21.16,kWh
10/18/2025,2:00 AM,0.567,21.16,kWh
10/18/2025,3:00 AM,0.589,21.16,kWh
10/18/2025,4:00 AM,0.613,21.16,kWh
10/18/2025,5:00 AM,0.555,21.16,kWh
10/18/2025,6:00 AM,1.935,21.16,kWh
10/18/2025,7:00 AM,1.428,21.16,kWh
10/18/2025,8:00 AM,1.334,21.16,kWh
10/18/2025,9:00 AM,1.593,21.16,kWh
10/18/2025,10:00 AM,0.664,21.16,kWh
10/18/2025,11:00 AM,0.737,21.16,kWh
10/18/2025,12:00 PM,0.789,21.16,kWh
10/18/2025,1:00 PM,0.564,21.16,kWh
10/18/2025,2:00 PM,0.65,21.16,kWh
10/18/2025,3:00 PM,0.489,21.16,kWh
10/18/2025,4:00 PM,0.523,21.16,kWh
10/18/2025,5:00 PM,0.995,21.16,kWh
10/18/2025,6:00 PM,1.999,21.16,kWh
10/18/2025,7:00 PM,0.76,21.16,kWh
10/18/2025,8:00 PM,0.915,21.16,kWh
10/18/2025,9:00 PM,1.027,21.16,kWh
10/18/2025,10:00 PM,0.685,21.16,kWh
10/18/2025,11:00 PM,0.513,21.16,kWh
10/19/2025,12:00 AM,0.548,17.836,kWh
10/19/2025,1:00 AM,0.534,17.836,kWh
10/19/2025,2:00 AM,0.519,17.836,kWh
10/19/2025,3:00 AM,0.556,17.836,kWh
10/19/2025,4:00 AM,0.65,17.836,kWh
10/19/2025,5:00 AM,0.681,17.836,kWh
10/19/2025,6:00 AM,0.972,17.836,kWh
10/19/2025,7:00 AM,1.119,17.836,kWh
10/19/2025,8:00 AM,0.729,17.836,kWh
10/19/2025,9:00 AM,0.661,17.836,kWh
10/19/2025,10:00 AM,0.725,17.836,kWh
10/19/2025,11:00 AM,0.96,17.836,kWh
10/19/2025,12:00 PM,0.573,17.836,kWh
10/19/2025,1:00 PM,0.758,17.836,kWh
10/19/2025,2:00 PM,0.717,17.836,kWh
10/19/2025,3:00 PM,0.772,17.836,kWh
10/19/2025,4:00 PM,0.745,17.836,kWh
10/19/2025,5:00 PM,1.039,17.836,kWh
10/19/2025,6:00 PM,0.815,17.836,kWh
10/19/2025,7:00 PM,0.875,17.836,kWh
10/19/2025,8:00 PM,0.804,17.836,kWh
10/19/2025,9:00 PM,0.692,17.836,kWh
10/19/2025,10:00 PM,0.72,17.836,kWh
10/19/2025,11:00 PM,0.672,17.836,kWh
10/20/2025,12:00 AM,0.722,31.656,kWh
10/20/2025,1:00 AM,0.677,31.656,kWh
10/20/2025,2:00 AM,0.71,31.656,kWh
10/20/2025,3:00 AM,0.776,31.656,kWh
10/20/2025,4:00 AM,0.764,31.656,kWh
10/20/2025,5:00 AM,1.009,31.656,kWh
10/20/2025,6:00 AM,2.621,31.656,kWh
10/20/2025,7:00 AM,2.261,31.656,kWh
10/20/2025,8:00 AM,2.092,31.656,kWh
10/20/2025,9:00 AM,1.783,31.656,kWh
10/20/2025,10:00 AM,1.852,31.656,kWh
10/20/2025,11:00 AM,1.549,31.656,kWh
10/20/2025,12:00 PM,0.692,31.656,kWh
10/20/2025,1:00 PM,0.671,31.656,kWh
10/20/2025,2:00 PM,0.655,31.656,kWh
10/20/2025,3:00 PM,0.847,31.656,kWh
10/20/2025,4:00 PM,1.38,31.656,kWh
10/20/2025,5:00 PM,1.304,31.656,kWh
10/20/2025,6:00 PM,0.739,31.656,kWh
10/20/2025,7:00 PM,1.55,31.656,kWh
10/20/2025,8:00 PM,1.769,31.656,kWh
10/20/2025,9:00 PM,3.408,31.656,kWh
10/20/2025,10:00 PM,1.085,31.656,kWh
10/20/2025,11:00 PM,0.74,31.656,kWh
10/21/2025,12:00 AM,0.753,26.347,kWh
10/21/2025,1:00 AM,0.694,26.347,kWh
10/21/2025,2:00 AM,0.756,26.347,kWh
10/21/2025,3:00 AM,0.675,26.347,kWh
10/21/2025,4:00 AM,0.704,26.347,kWh
10/21/2025,5:00 AM,1.006,26.347,kWh
10/21/2025,6:00 AM,2.456,26.347,kWh
10/21/2025,7:00 AM,1.625,26.347,kWh
10/21/2025,8:00 AM,2.11,26.347,kWh
10/21/2025,9:00 AM,1.097,26.347,kWh
10/21/2025,10:00 AM,0.708,26.347,kWh
10/21/2025,11:00 AM,0.616,26.347,kWh
10/21/2025,12:00 PM,0.608,26.347,kWh
10/21/2025,1:00 PM,0.563,26.347,kWh
10/21/2025,2:00 PM,0.527,26.347,kWh
10/21/2025,3:00 PM,0.733,26.347,kWh
10/21/2025,4:00 PM,1.439,26.347,kWh
10/21/2025,5:00 PM,1.017,26.347,kWh
10/21/2025,6:00 PM,1.251,26.347,kWh
10/21/2025,7:00 PM,1.575,26.347,kWh
10/21/2025,8:00 PM,1.936,26.347,kWh
10/21/2025,9:00 PM,2.002,26.347,kWh
10/21/2025,10:00 PM,0.774,26.347,kWh
10/21/2025,11:00 PM,0.722,26.347,kWh
10/22/2025,12:00 AM,0.781,39.917,kWh
10/22/2025,1:00 AM,0.78,39.917,kWh
10/22/2025,2:00 AM,0.74,39.917,kWh
10/22/2025,3:00 AM,0.833,39.917,kWh
10/22/2025,4:00 AM,1.231,39.917,kWh
10/22/2025,5:00 AM,1.116,39.917,kWh
10/22/2025,6:00 AM,1.99,39.917,kWh
10/22/2025,7:00 AM,2.02,39.917,kWh
10/22/2025,8:00 AM,2.041,39.917,kWh
10/22/2025,9:00 AM,1.803,39.917,kWh
10/22/2025,10:00 AM,1.033,39.917,kWh
10/22/2025,11:00 AM,2.809,39.917,kWh
10/22/2025,12:00 PM,2.518,39.917,kWh
10/22/2025,1:00 PM,2.047,39.917,kWh
10/22/2025,2:00 PM,0.891,39.917,kWh
10/22/2025,3:00 PM,2.983,39.917,kWh
10/22/2025,4:00 PM,2.2,39.917,kWh
10/22/2025,5:00 PM,3.905,39.917,kWh
10/22/2025,6:00 PM,1.664,39.917,kWh
10/22/2025,7:00 PM,1.839,39.917,kWh
10/22/2025,8:00 PM,1.591,39.917,kWh
10/22/2025,9:00 PM,1.552,39.917,kWh
10/22/2025,10:00 PM,0.823,39.917,kWh
10/22/2025,11:00 PM,0.727,39.917,kWh
10/23/2025,12:00 AM,0.786,33.379,kWh
10/23/2025,1:00 AM,0.764,33.379,kWh
10/23/2025,2:00 AM,0.754,33.379,kWh
10/23/2025,3:00 AM,0.814,33.379,kWh
10/23/2025,4:00 AM,1.619,33.379,kWh
10/23/2025,5:00 AM,1.642,33.379,kWh
10/23/2025,6:00 AM,1.576,33.379,kWh
10/23/2025,7:00 AM,2.183,33.379,kWh
10/23/2025,8:00 AM,2.63,33.379,kWh
10/23/2025,9:00 AM,1.752,33.379,kWh
10/23/2025,10:00 AM,0.876,33.379,kWh
10/23/2025,11:00 AM,0.874,33.379,kWh
10/23/2025,12:00 PM,0.896,33.379,kWh
10/23/2025,1:00 PM,0.804,33.379,kWh
10/23/2025,2:00 PM,0.85,33.379,kWh
10/23/2025,3:00 PM,1.053,33.379,kWh
10/23/2025,4:00 PM,2.87,33.379,kWh
10/23/2025,5:00 PM,1.917,33.379,kWh
10/23/2025,6:00 PM,1.321,33.379,kWh
10/23/2025,7:00 PM,1.837,33.379,kWh
10/23/2025,8:00 PM,2.106,33.379,kWh
10/23/2025,9:00 PM,1.758,33.379,kWh
10/23/2025,10:00 PM,0.892,33.379,kWh
10/23/2025,11:00 PM,0.805,33.379,kWh
10/24/2025,12:00 AM,0.858,32.304,kWh
10/24/2025,1:00 AM,0.834,32.304,kWh
10/24/2025,2:00 AM,1.019,32.304,kWh
10/24/2025,3:00 AM,1.644,32.304,kWh
10/24/2025,4:00 AM,1.796,32.304,kWh
10/24/2025,5:00 AM,1.958,32.304,kWh
10/24/2025,6:00 AM,1.982,32.304,kWh
10/24/2025,7:00 AM,1.925,32.304,kWh
10/24/2025,8:00 AM,2.312,32.304,kWh
10/24/2025,9:00 AM,1.969,32.304,kWh
10/24/2025,10:00 AM,0.952,32.304,kWh
10/24/2025,11:00 AM,0.747,32.304,kWh
10/24/2025,12:00 PM,0.749,32.304,kWh
10/24/2025,1:00 PM,0.738,32.304,kWh
10/24/2025,2:00 PM,0.706,32.304,kWh
10/24/2025,3:00 PM,0.99,32.304,kWh
10/24/2025,4:00 PM,1.247,32.304,kWh
10/24/2025,5:00 PM,1.203,32.304,kWh
10/24/2025,6:00 PM,1.356,32.304,kWh
10/24/2025,7:00 PM,1.423,32.304,kWh
10/24/2025,8:00 PM,2.258,32.304,kWh
10/24/2025,9:00 PM,1.927,32.304,kWh
10/24/2025,10:00 PM,0.862,32.304,kWh
10/24/2025,11:00 PM,0.849,32.304,kWh
10/25/2025,12:00 AM,0.897,32.024,kWh
10/25/2025,1:00 AM,0.889,32.024,kWh
10/25/2025,2:00 AM,1.042,32.024,kWh
10/25/2025,3:00 AM,1.785,32.024,kWh
10/25/2025,4:00 AM,2.135,32.024,kWh
10/25/2025,5:00 AM,2.268,32.024,kWh
10/25/2025,6:00 AM,1.994,32.024,kWh
10/25/2025,7:00 AM,1.691,32.024,kWh
10/25/2025,8:00 AM,1.52,32.024,kWh
10/25/2025,9:00 AM,1.317,32.024,kWh
10/25/2025,10:00 AM,0.773,32.024,kWh
10/25/2025,11:00 AM,0.728,32.024,kWh
10/25/2025,12:00 PM,0.689,32.024,kWh
10/25/2025,1:00 PM,0.723,32.024,kWh
10/25/2025,2:00 PM,0.775,32.024,kWh
10/25/2025,3:00 PM,0.733,32.024,kWh
10/25/2025,4:00 PM,1.819,32.024,kWh
10/25/2025,5:00 PM,1.15,32.024,kWh
10/25/2025,6:00 PM,1.563,32.024,kWh
10/25/2025,7:00 PM,1.724,32.024,kWh
10/25/2025,8:00 PM,1.811,32.024,kWh
10/25/2025,9:00 PM,2.009,32.024,kWh
10/25/2025,10:00 PM,1.141,32.024,kWh
10/25/2025,11:00 PM,0.848,32.024,kWh
10/26/2025,12:00 AM,0.807,35.069,kWh
10/26/2025,1:00 AM,0.827,35.069,kWh
10/26/2025,2:00 AM,1.098,35.069,kWh
10/26/2025,3:00 AM,1.927,35.069,kWh
10/26/2025,4:00 AM,2.042,35.069,kWh
10/26/2025,5:00 AM,2.138,35.069,kWh
10/26/2025,6:00 AM,2.151,35.069,kWh
10/26/2025,7:00 AM,2.062,35.069,kWh
10/26/2025,8:00 AM,2.503,35.069,kWh
10/26/2025,9:00 AM,2.567,35.069,kWh
10/26/2025,10:00 AM,1.012,35.069,kWh
10/26/2025,11:00 AM,0.877,35.069,kWh
10/26/2025,12:00 PM,0.846,35.069,kWh
10/26/2025,1:00 PM,0.857,35.069,kWh
10/26/2025,2:00 PM,0.775,35.069,kWh
10/26/2025,3:00 PM,1.09,35.069,kWh
10/26/2025,4:00 PM,1.798,35.069,kWh
10/26/2025,5:00 PM,0.983,35.069,kWh
10/26/2025,6:00 PM,1.926,35.069,kWh
10/26/2025,7:00 PM,1.655,35.069,kWh
10/26/2025,8:00 PM,1.716,35.069,kWh
